sym,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,per_change_1h,per_change_24h,per_change_7d,last_updated,price_euro,vol_euro_24h,market_cap_euro
BTC,1,2491.74,1.0,8.16704E8,4.0926921694E10,1.6425037E7,1.6425037E7,-0.36,1.58,-2.26,1499073547,2183.22770364,7.15584610944E8,3.5859595812E10
ETH,2,282.556,0.114167,1.03406E9,2.6274290273E10,9.2987904E7,9.2987904E7,-0.3,2.3,-0.93,1499073547,247.571611416,9.0602889516E8,2.3021165297E10
XRP,3,0.256363,1.0358E-4,4.74545E7,9.816495048E9,3.829138779E10,9.9994608423E10,0.1,0.65,-11.7,1499073552,0.2246216715,4.1578968537E7,8.60107553E9
LTC,4,44.9337,0.0181556,5.10332E8,2.328417485E9,5.1818957E7,5.1818957E7,-1.18,14.6,6.85,1499073541,39.3702788682,4.47145753752E8,2.040126802E9
ETC,5,17.6872,0.00714654,7.33192E7,1.648250146E9,9.3188868E7,9.3188868E7,-0.04,-0.92,-14.58,1499073550,15.4972770192,6.42412565712E7,1.444173703E9
XEM,6,0.15955,6.447E-5,4244970.0,1.43595E9,8.999999999E9,8.999999999E9,-0.15,4.73,-5.02,1499073545,0.1397954763,3719383.28442,1.258159287E9
DASH,7,174.025,0.0703153,3.81698E7,1.287634145E9,7399133.0,7399133.0,-0.04,2.47,3.77,1499073542,152.47826865,3.34438443828E7,1.128207011E9
MIOTA,8,0.362214,1.4635E-4,3595280.0,1.006784782E9,2.779530283E9,2.779530283E9,-1.42,-7.82,-11.62,1499073556,0.3173668358,3150134.00208,8.82130731E8
EOS,9,5.16407,0.00208656,7.16124E8,7.77736655E8,1.50605366E8,1.0E9,11.21,305.49,0.0,1499073557,4.524685837,6.27457823064E8,6.81441969E8
XMR,10,42.1283,0.017022,1.20742E7,6.20279698E8,1.4723587E7,1.4723587E7,0.25,1.91,-5.78,1499073543,36.9122266638,1.05792450012E7,5.43480388E8
STRAT,11,5.65634,0.00228546,4580060.0,5.56857297E8,9.8448342E7,9.8448342E7,-0.7,0.64,-14.41,1499073550,4.9560059192,4012984.45116,4.87910567E8
BTS,12,0.209389,8.46E-5,5.27283E7,5.4368482E8,2.59653E9,2.59653E9,-0.81,-3.61,-24.67,1499073543,0.1834637104,4.61997982638E7,4.76369028E8
ZEC,13,284.687,0.115028,1.70705E7,4.41960554E8,1552444.0,1552444.0,-0.18,-1.56,-5.98,1499073551,249.438763782,1.4956933113E7,3.8723965E8
ANS,14,7.85924,0.00317554,3.7401E7,3.92962E8,5.0E7,1.0E8,-0.78,4.74,44.12,1499073551,6.8861560586,3.2770232586E7,3.44307803E8
BCN,15,0.00210619,8.5E-7,1075730.0,3.85619702E8,1.83088753715E11,1.83088753715E11,-1.37,-7.34,-16.51,1499073555,0.0018454142,942539.56578,3.37874584E8
GNT,16,0.451074,1.8226E-4,4511200.0,3.75759076E8,8.33032E8,1.0E9,-0.53,-0.04,-13.44,1499073551,0.3952247238,3952650.2832,3.29234842E8
STEEM,17,1.58647,6.4102E-4,1497630.0,3.74266182E8,2.35911288E8,2.52885382E8,-0.38,-0.02,-13.0,1499073549,1.3900428034,1312202.43918,3.27926789E8
GNO,18,333.001,0.13455,7743910.0,3.67829575E8,1104590.0,1.0E7,0.74,14.55,64.82,1499073555,291.770814186,6785105.52726,3.22287124E8
WAVES,19,3.59,0.00145055,2600880.0,3.59E8,1.0E8,1.0E8,0.06,-2.04,-11.48,1499073549,3.14550774,2278854.64368,3.14550774E8
BCC,20,51.6851,0.0208835,2454440.0,3.5266747E8,6823388.0,6823388.0,-0.21,1.72,1.77,1499073553,45.2857610286,2150545.96584,3.090023E8
SC,21,0.0124003,5.01E-6,1.50254E7,3.40212195E8,2.7435803549E10,2.7435803549E10,-1.52,-3.42,-17.21,1499073546,0.0108649693,1.31650451244E7,2.98089162E8
REP,22,25.7991,0.0104242,1863100.0,2.837901E8,1.1E7,1.1E7,-0.56,3.74,-1.01,1499073547,22.6048102326,1632422.1366,2.48652913E8
ICN,23,3.19695,0.00129174,2183020.0,2.7813465E8,8.7E7,1.0E8,1.15,-3.46,-12.82,1499073551,2.8011228327,1912731.56172,2.43697686E8
DOGE,24,0.00242555,9.8E-7,5669300.0,2.66962824E8,1.10062799905E11,1.10062799905E11,-0.25,1.76,-15.3,1499073541,0.002125233,4967361.2898,2.33909089E8
LSK,25,2.43879,9.854E-4,4392000.0,2.66064185E8,1.090968E8,1.090968E8,0.44,-0.7,-15.34,1499073548,2.1368336549,3848208.912,2.33121714E8
XLM,26,0.0246565,9.96E-6,8103440.0,2.5577967E8,1.0373721721E10,1.03038637279E11,-0.66,1.49,-22.54,1499073543,0.0216036801,7100120.67984,2.24110566E8
USDT,27,1.01529,4.1023E-4,7.1271E7,2.23344095E8,2.19980591E8,2.4495151E8,-0.05,-0.36,-1.05,1499073547,0.8895828839,6.2446652406E7,1.95690969E8
GBYTE,28,812.453,0.328274,769974.0,2.07575176E8,255492.0,1000000.0,-3.99,-1.05,4.68,1499073552,711.859944258,674640.439164,1.81874463E8
MAID,29,0.440638,1.7804E-4,1949960.0,1.9941179E8,4.52552412E8,4.52552412E8,0.08,-0.12,-6.25,1499073542,0.3860808467,1708527.65256,1.74721818E8
FCT,30,22.7567,0.00919488,3076100.0,1.99194379E8,8753219.0,8753219.0,-0.54,1.01,-16.03,1499073547,19.9391019462,2695235.7546,1.74531326E8
SNT,31,0.0562899,2.274E-5,2.1526E7,1.95353185E8,3.470483788E9,6.804870174E9,-0.38,30.85,0.0,1499073557,0.0493204223,1.8860779836E7,1.71165726E8
GAME,32,2.96776,0.00119913,2471570.0,1.88050308E8,6.3364392E7,6.3364392E7,-0.59,-4.47,-22.69,1499073546,2.6003097634,2165555.03202,1.64767047E8
ARDR,33,0.184673,7.462E-5,3148790.0,1.84488234E8,9.98999495E8,9.98999495E8,-0.15,-1.56,-23.97,1499073550,0.1618078972,2758925.71494,1.61646008E8
VERI,34,88.8417,0.0358967,507151.0,1.74777805E8,1967295.0,1.0E8,1.3,5.03,10.86,1499073556,77.8418537562,444358.606086,1.53137866E8
DGB,35,0.0193924,7.84E-6,1.36373E7,1.69497979E8,8.740433315E9,8.740433315E9,0.57,25.86,-10.36,1499073541,0.0169913494,1.19488113378E7,1.48511756E8
KMD,36,1.57102,6.3477E-4,513758.0,1.58587415E8,1.0094551E8,1.0094551E8,0.12,1.51,-18.2,1499073553,1.3765057297,450147.566988,1.38952073E8
DCR,37,29.4335,0.0118927,1050690.0,1.54303051E8,5242430.0,5662430.0,0.06,0.66,-19.53,1499073547,25.789220631,920599.86834,1.35198173E8
DGD,38,76.1409,0.0307649,445388.0,1.522818E8,2000000.0,2000000.0,-1.93,-2.57,-9.72,1499073548,66.7135906074,390242.730168,1.33427181E8
NXT,39,0.132762,5.364E-5,5463550.0,1.32629236E8,9.98999983E8,9.98999983E8,-0.78,-2.67,-26.75,1499073541,0.1163242057,4787086.0203,1.1620788E8
PIVX,40,2.36971,9.5749E-4,1466420.0,1.27390113E8,5.375768E7,5.375768E7,-2.07,9.14,34.92,1499073548,2.0763067261,1284856.67412,1.11617433E8
BAT,41,0.125821,5.084E-5,3195950.0,1.25821E8,1.0E9,1.5E9,-0.13,-4.17,-22.23,1499073557,0.1102425987,2800246.6467,1.10242599E8
BNT,42,2.79144,0.00112789,2810280.0,1.12079764E8,4.0151235E7,7.9562787E7,0.63,1.56,4.8,1499073557,2.4458206478,2462327.99208,9.820272E7
1ST,43,1.28705,5.2003E-4,1.61361E7,1.10117901E8,8.5558371E7,9.3468691E7,-3.12,-5.93,-23.16,1499073551,1.1276951913,1.41382249146E7,9.6483763E7
MGO,44,1.48371,5.995E-4,571634.0,1.038597E8,7.0E7,1.0E8,-0.37,11.18,-24.69,1499073556,1.3000059301,500857.707924,9.1000415E7
SNGLS,45,0.166602,6.732E-5,359531.0,9.99612E7,6.0E8,1.0E9,-0.88,-6.91,-7.39,1499073551,0.14597434,315016.028766,8.7584604E7
MCAP,46,4.70488,0.00190102,285186.0,9.7534167E7,2.0730426E7,1.0E8,0.01,1.58,-0.13,1499073556,4.1223499877,249875.980596,8.5458072E7
FUN,47,0.0230715,9.32E-6,96459.6,8.8582176E7,3.839463249E9,1.7173696075E10,0.66,-13.5,0.0,1499073557,0.0202149253,84516.5510856,7.7614463E7
BTCD,48,65.36,0.0264089,1370980.0,8.4240032E7,1288862.0,1288862.0,-1.37,6.5,-24.23,1499073545,57.26751696,1201233.48228,7.3809937E7
SYS,49,0.155418,6.28E-5,1980140.0,8.1728747E7,5.258641E8,5.258641E8,-2.8,4.04,-22.97,1499073544,0.1361750757,1734970.94604,7.1609584E7
ANT,50,2.28477,9.2317E-4,376010.0,7.6780077E7,3.3605167E7,3.9609523E7,-0.9,3.47,1.27,1499073556,2.0018834872,329454.69786,6.7273629E7
LKK,51,0.362391,1.4642E-4,544131.0,5.8793536E7,1.62237849E8,1.28569E9,-0.52,2.39,0.04,1499073552,0.3175219207,476759.964366,5.1514074E7
PPC,52,2.3883,9.65E-4,1572230.0,5.7752733E7,2.4181524E7,2.4181524E7,-0.12,4.84,-13.77,1499073540,2.0925950238,1377565.91478,5.0602136E7
DICE,53,8.08745,0.00326775,333197.0,5.6625273E7,7001623.0,7001623.0,9.01,89.96,139.9,1499073555,7.0861104657,291942.546642,4.9614272E7
NMR,54,44.2012,0.0178596,2014600.0,5.4078012E7,1223451.0,2223451.0,0.1,-7.78,-38.36,1499073557,38.7284726232,1765164.3156,4.7382397E7
UBQ,55,1.42633,5.7631E-4,197968.0,5.3271052E7,3.7348336E7,3.7348336E7,-0.96,-0.08,-21.57,1499073543,1.2497303774,173456.790048,4.667535E7
LEO,56,0.6086,2.4591E-4,548343.0,5.2490036E7,8.6247184E7,9.4567745E7,0.22,2.07,14.39,1499073546,0.5332467996,480450.459798,4.5991035E7
EMC,57,1.22751,4.9598E-4,1026940.0,4.9511109E7,4.0334587E7,4.0334587E7,-7.1,-7.18,-24.68,1499073545,1.0755270769,899790.45084,4.3380941E7
ARK,58,0.512241,2.0697E-4,245022.0,4.9163695E7,9.5977664E7,1.27227664E8,-0.05,-1.64,-21.53,1499073554,0.4488183928,214684.846092,4.3076541E7
