sym,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,per_change_1h,per_change_24h,per_change_7d,last_updated,price_euro,vol_euro_24h,market_cap_euro
BTC,1,2509.18,1.0,8.10996E8,4.1212747045E10,1.6424787E7,1.6424787E7,0.27,3.37,-2.13,1499066346,2198.50838748,7.10583341256E8,3.6110031982E10
ETH,2,286.781,0.115181,1.11098E9,2.6666525946E10,9.2985679E7,9.2985679E7,-0.37,6.32,-1.62,1499066347,251.273497266,9.7342512228E8,2.3364836703E10
XRP,3,0.256339,1.0296E-4,4.92489E7,9.815576055E9,3.829138779E10,9.9994608423E10,-0.17,1.31,-12.7,1499066351,0.2246006431,4.31511966954E7,8.600270321E9
LTC,4,45.5383,0.0182897,4.75942E8,2.359692581E9,5.1817757E7,5.1817757E7,1.54,17.94,6.41,1499066341,39.9000209238,4.17013717212E8,2.067529603E9
ETC,5,17.7196,0.00711678,8.15589E7,1.65122226E9,9.3186204E7,9.3186204E7,-0.71,0.59,-16.0,1499066350,15.5256654456,7.14607663554E7,1.446777827E9
XEM,6,0.160237,6.436E-5,4357410.0,1.442133E9,8.999999999E9,8.999999999E9,0.42,8.33,-6.78,1499066345,0.1403974161,3817901.63826,1.263576745E9
DASH,7,175.045,0.0703039,3.64804E7,1.295149096E9,7398949.0,7398949.0,0.42,4.1,2.82,1499066342,153.37197837,3.19636157544E7,1.134791506E9
MIOTA,8,0.365489,1.4679E-4,3387880.0,1.015887744E9,2.779530283E9,2.779530283E9,-0.47,-6.38,-10.7,1499066357,0.320236345,2968413.02568,8.90106619E8
EOS,9,4.62568,0.00185783,6.54613E8,6.96652232E8,1.50605366E8,1.0E9,7.9,308.0,0.0,1499066358,4.0529560565,5.73562746018E8,6.10396932E8
XMR,10,42.3624,0.0170142,1.25541E7,6.23701524E8,1.4722998E7,1.4722998E7,-1.03,3.15,-7.38,1499066343,37.1173418064,1.09997266626E7,5.46478544E8
STRAT,11,5.77656,0.00232006,4587790.0,5.68692138E8,9.8448235E7,9.8448235E7,-0.76,5.19,-14.77,1499066350,5.0613410002,4019757.36894,4.9828009E8
BTS,12,0.211182,8.482E-5,5.75979E7,5.48340398E8,2.59653E9,2.59653E9,-0.98,0.19,-26.17,1499066343,0.1850347119,5.04664736094E7,4.8044818E8
ZEC,13,286.182,0.11494,1.76981E7,4.44281457E8,1552444.0,1552444.0,-0.56,2.66,-6.78,1499066352,250.748661852,1.55068274466E7,3.89273193E8
ANS,14,7.95239,0.00319395,4.07058E7,3.976195E8,5.0E7,1.0E8,0.56,9.5,38.53,1499066351,6.9677727845,3.56658520788E7,3.48388639E8
BCN,15,0.00215422,8.7E-7,1193670.0,3.94413421E8,1.83088737937E11,1.83088737937E11,-0.35,-5.15,-15.87,1499066344,0.0018874974,1045876.94262,3.45579518E8
STEEM,16,1.60463,6.4447E-4,1527510.0,3.78538194E8,2.35903725E8,2.52877819E8,-0.15,3.42,-14.78,1499066350,1.4059543412,1338382.87686,3.31669866E8
GNT,17,0.453169,1.8201E-4,4383330.0,3.77504278E8,8.33032E8,1.0E9,-2.32,2.77,-14.94,1499066353,0.3970603334,3840612.37938,3.30763964E8
GNO,18,336.184,0.135023,7284600.0,3.71345485E8,1104590.0,1.0E7,0.3,18.95,65.44,1499066356,294.559714224,6382664.5356,3.25367715E8
BCC,19,52.0118,0.0208897,1929740.0,3.5486571E8,6822792.0,6822792.0,0.3,3.35,2.01,1499066353,45.5720109948,1690811.17164,3.10928367E8
WAVES,20,3.53567,0.00142005,2506970.0,3.53567E8,1.0E8,1.0E8,-0.31,-2.05,-16.63,1499066349,3.0979045546,2196572.01642,3.09790455E8
SC,21,0.0124725,5.01E-6,1.53889E7,3.42162669E8,2.743336692E10,2.743336692E10,-1.65,2.62,-19.06,1499066348,0.0109282299,1.34835387354E7,2.9979814E8
ICN,22,3.33513,0.0013395,2249590.0,2.9015631E8,8.7E7,1.0E8,-3.21,2.12,-11.65,1499066351,2.9221942142,1971059.26374,2.54230897E8
REP,23,26.0597,0.0104665,1917570.0,2.866567E8,1.1E7,1.1E7,0.6,7.45,-3.05,1499066347,22.8331443042,1680147.98802,2.51164587E8
LSK,24,2.46441,9.8979E-4,5968120.0,2.68850656E8,1.09093315E8,1.09093315E8,-0.38,5.47,-16.14,1499066348,2.1592815403,5229183.19032,2.35563181E8
DOGE,25,0.00244182,9.8E-7,5579200.0,2.68753546E8,1.10062799905E11,1.10062799905E11,0.15,3.8,-16.6,1499066341,0.0021394885,4888416.9312,2.35478095E8
XLM,26,0.0249583,1.002E-5,8534940.0,2.58898933E8,1.0373259905E10,1.03038637279E11,-0.5,1.88,-23.31,1499066343,0.021868113,7478194.93884,2.2684362E8
USDT,27,1.01229,4.0657E-4,7.60073E7,2.22684153E8,2.19980591E8,2.4495151E8,-0.04,-1.0,-1.27,1499066346,0.8869543259,6.65965321578E7,1.95112737E8
SNT,28,0.0617084,2.478E-5,1.41245E7,2.14158002E8,3.470483788E9,6.804870174E9,27.07,47.55,0.0,1499066357,0.0540680362,1.2375689157E7,1.87642243E8
GBYTE,29,824.735,0.331242,656286.0,2.10713128E8,255492.0,1000000.0,-0.36,2.56,7.06,1499066353,722.62126071,575028.605196,1.84623893E8
MAID,30,0.448141,1.7999E-4,1956360.0,2.0280729E8,4.52552412E8,4.52552412E8,-0.91,3.99,-6.1,1499066342,0.3926548702,1714135.24296,1.77696909E8
FCT,31,22.9289,0.00920904,3166880.0,2.00701683E8,8753219.0,8753219.0,0.53,2.93,-17.37,1499066347,20.0899811754,2774775.91968,1.75852005E8
GAME,32,3.03692,0.00121973,2050630.0,1.92430002E8,6.336354E7,6.336354E7,2.67,-0.37,-23.11,1499066345,2.6609067871,1796733.29718,1.68604474E8
ARDR,33,0.184601,7.414E-5,3232210.0,1.84416306E8,9.98999495E8,9.98999495E8,-1.87,0.05,-26.72,1499066350,0.1617448118,2832017.15106,1.61582985E8
VERI,34,89.6488,0.036006,485946.0,1.76365608E8,1967295.0,1.0E8,0.93,5.91,9.26,1499066357,78.5490234768,425779.081956,1.54529077E8
DGB,35,0.0188322,7.56E-6,1.14904E7,1.64601588E8,8.740433315E9,8.740433315E9,3.48,25.41,-14.46,1499066341,0.01650051,1.00677276144E7,1.44221607E8
KMD,36,1.56676,6.2926E-4,450761.0,1.58157387E8,1.0094551E8,1.0094551E8,2.68,1.84,-19.41,1499066354,1.3727731774,394950.477546,1.38575289E8
DCR,37,29.5196,0.0118561,1062620.0,1.5473205E8,5241672.0,5661672.0,0.62,2.07,-21.35,1499066348,25.8646602456,931052.76732,1.35574056E8
DGD,38,75.5059,0.0303257,441812.0,1.510118E8,2000000.0,2000000.0,-3.28,-1.45,-12.72,1499066349,66.1572124974,387109.489032,1.32314425E8
NXT,39,0.136299,5.474E-5,6360030.0,1.36162699E8,9.98999983E8,9.98999983E8,-0.67,3.39,-27.36,1499066341,0.1194232756,5572569.24558,1.1930385E8
PIVX,40,2.50867,0.00100757,1488470.0,1.34858972E8,5.3757159E7,5.3757159E7,-1.87,21.07,43.48,1499066348,2.1980615326,1304176.57542,1.18161543E8
BAT,41,0.125709,5.049E-5,3064220.0,1.25709E8,1.0E9,1.5E9,-0.33,-1.69,-23.33,1499066356,0.1101444659,2684826.66492,1.10144466E8
BNT,42,2.83034,0.00113676,2730140.0,1.13655026E8,4.0155962E7,7.9567513E7,-0.21,6.23,3.51,1499066357,2.4799042832,2392110.44604,9.9582942E7
1ST,43,1.28878,5.1762E-4,1.62585E7,1.10265917E8,8.5558371E7,9.3468691E7,-2.92,-1.99,-27.4,1499066352,1.1292109931,1.4245470081E7,9.6613453E7
SNGLS,44,0.169481,6.807E-5,410148.0,1.016886E8,6.0E8,1.0E9,1.07,-4.45,-8.62,1499066351,0.1484968795,359365.935528,8.9098128E7
MGO,45,1.4206,5.7056E-4,574451.0,9.9442E7,7.0E7,1.0E8,2.86,5.88,-29.56,1499066357,1.2447098316,503325.923886,8.7129688E7
MCAP,46,4.73321,0.00190102,286903.0,9.8041942E7,2.0713626E7,1.0E8,0.27,3.25,0.52,1499066356,4.1471723371,251380.391958,8.5902977E7
FUN,47,0.0245151,9.85E-6,96232.8,9.4124825E7,3.839463249E9,1.7173696075E10,10.22,6.56,0.0,1499066358,0.0214797874,84317.8321008,8.2470854E7
BTCD,48,67.0482,0.0269288,1448600.0,8.6415889E7,1288862.0,1288862.0,0.28,6.29,-24.6,1499066343,58.7466941652,1269243.0396,7.5716393E7
SYS,49,0.162075,6.509E-5,1989050.0,8.5229124E7,5.25862248E8,5.25862248E8,-1.18,12.5,-21.96,1499066344,0.1420078459,1742777.7633,7.4676565E7
ANT,50,2.33946,9.3961E-4,412443.0,7.8617944E7,3.3605167E7,3.9609523E7,0.55,6.37,1.08,1499066356,2.0498020996,361376.782398,6.8883942E7
LKK,51,0.366936,1.4737E-4,495459.0,5.9530908E7,1.62237849E8,1.28569E9,0.06,4.78,0.76,1499066352,0.3215041861,434114.239374,5.2160148E7
PPC,52,2.40946,9.6772E-4,1620880.0,5.8263959E7,2.4181335E7,2.4181335E7,0.89,8.86,-15.62,1499066340,2.1111351196,1420192.36368,5.1050065E7
NMR,53,44.4796,0.0178645,2387710.0,5.4418621E7,1223451.0,2223451.0,1.73,-9.85,-40.93,1499066357,38.9724028056,2092078.07406,4.7680834E7
EMC,54,1.33308,5.3541E-4,1102050.0,5.376907E7,4.0334466E7,4.0334466E7,-0.99,1.66,-21.12,1499066343,1.1680260329,965600.7813,4.7111706E7
UBQ,55,1.41957,5.7015E-4,216256.0,5.3017803E7,3.7347791E7,3.7347791E7,-4.36,1.58,-23.86,1499066345,1.24380736,189480.479616,4.6453457E7
LEO,56,0.602913,2.4215E-4,593205.0,5.199936E7,8.6246871E7,9.4567432E7,-0.68,2.41,14.62,1499066346,0.5282639298,519757.91613,4.5561111E7
DICE,57,7.27291,0.00292105,303367.0,5.0922171E7,7001623.0,7001623.0,6.82,76.71,108.79,1499066356,6.3724219213,265805.918262,4.4617294E7
ARK,58,0.508159,2.0409E-4,275298.0,4.8771E7,9.5975866E7,1.27225866E8,-1.45,1.78,-23.97,1499066354,0.4452418016,241212.253428,4.2732467E7
ROUND,59,0.0567455,2.279E-5,301595.0,4.8233675E7,8.5E8,1.0E9,-0.68,-1.48,-16.44,1499066352,0.0497196127,264253.31667,4.2261671E7
XAS,60,0.638298,2.5636E-4,443951.0,4.787235E7,7.5E7,1.0E8,4.39,8.67,-5.01,1499066355,0.5592677714,388983.650886,4.1945083E7
EDG,61,0.563255,2.2622E-4,534278.0,4.6041752E7,8.1742288E7,1.32046997E8,1.76,12.32,6.02,1499066355,0.4935161454,468126.903708,4.0341139E7
NXS,62,0.899474,3.6126E-4,129574.0,4.5556162E7,5.0647559E7,5.0647559E7,-0.25,-2.63,-0.15,1499066345,0.7881065262,113530.924764,3.9915671E7
RDD,63,0.00156985,6.3E-7,468723.0,4.4822328E7,2.8551981664E10,2.8551981664E10,-2.15,6.7,-13.1,1499066341,0.0013754806,410688.530478,3.9272697E7
