sym,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,per_change_1h,per_change_24h,per_change_7d,last_updated,price_euro,vol_euro_24h,market_cap_euro
GAME,33,3.05303,0.00121029,2305980.0,1.93458665E8,6.336612E7,6.336612E7,2.19,2.68,-16.36,1499087944,2.68401637,2027260.80936,1.70075703E8
ARDR,34,0.184565,7.317E-5,3284490.0,1.84380342E8,9.98999495E8,9.98999495E8,0.76,2.01,-21.64,1499087950,0.1622569976,2887500.26268,1.62094659E8
DGB,35,0.0197167,7.82E-6,1.52027E7,1.72357225E8,8.741687251E9,8.741687251E9,-0.18,30.04,-6.73,1499087941,0.0173335819,1.33651800564E7,1.51524752E8
KMD,36,1.56079,6.1873E-4,458136.0,1.57554743E8,1.0094551E8,1.0094551E8,1.38,5.24,-14.13,1499087954,1.3721404343,402762.017952,1.38511416E8
DCR,37,29.9743,0.0118825,1093280.0,1.57178219E8,5243766.0,5663766.0,0.52,3.25,-16.77,1499087949,26.3513663076,961137.43296,1.38180402E8
DGD,38,76.5977,0.030365,437280.0,1.531954E8,2000000.0,2000000.0,-0.51,0.45,-5.18,1499087949,67.3394891964,384426.84096,1.34678978E8
NXT,39,0.139821,5.543E-5,5900890.0,1.39681177E8,9.98999983E8,9.98999983E8,3.31,4.15,-18.85,1499087941,0.1229211154,5187661.22748,1.22798192E8
PIVX,40,2.45822,9.7449E-4,1494960.0,1.32150858E8,5.375876E7,5.375876E7,0.82,9.81,40.19,1499087949,2.161099865,1314267.17472,1.16178048E8
BAT,41,0.128139,5.08E-5,3156500.0,1.28139E8,1.0E9,1.5E9,2.42,2.75,-18.85,1499087958,0.1126510953,2774980.158,1.12651095E8
MGO,42,1.64203,6.5094E-4,693103.0,1.149421E8,7.0E7,1.0E8,-2.23,26.34,-14.69,1499087958,1.443561118,609329.026596,1.01049278E8
1ST,43,1.3319,5.28E-4,1.57687E7,1.13955194E8,8.5558371E7,9.3468691E7,6.74,11.33,-14.74,1499087952,1.1709159108,1.38627687684E7,1.00181657E8
BNT,44,2.81868,0.00111739,2892880.0,1.13085158E8,4.0119899E7,7.9531451E7,0.84,5.1,9.31,1499087958,2.4779917858,2543223.38016,9.9416781E7
SNGLS,45,0.184242,7.304E-5,491677.0,1.105452E8,6.0E8,1.0E9,10.89,7.8,5.49,1499087952,0.1619730379,432248.984364,9.7183823E7
MCAP,46,4.79541,0.00190101,290666.0,9.9572407E7,2.0764107E7,1.0E8,0.88,4.4,1.02,1499087957,4.2157983841,255533.781912,8.7537289E7
FUN,47,0.0247262,9.8E-6,106498.0,9.4935336E7,3.839463249E9,1.7173696075E10,-1.26,3.2,0.0,1499087959,0.0217375937,93625.799736,8.3460692E7
BTCD,48,72.3651,0.0286871,1940620.0,9.3268641E7,1288862.0,1288862.0,-1.6,18.66,-11.72,1499087945,63.6184750932,1706061.14184,8.1995447E7
SYS,49,0.15654,6.206E-5,2092590.0,8.2319349E7,5.2586782E8,5.2586782E8,1.21,5.31,-19.42,1499087945,0.1376193233,1839662.83188,7.2369574E7
ANT,50,2.29137,9.0835E-4,371572.0,7.7001872E7,3.3605167E7,3.9609523E7,0.7,5.63,4.16,1499087958,2.0144166908,326660.835504,6.7694809E7
PPC,51,2.57921,0.00102245,1993140.0,6.2369608E7,2.4181671E7,2.4181671E7,2.98,14.95,-1.01,1499087940,2.2674660457,1752233.15448,5.4831118E7
LKK,52,0.36784,1.4582E-4,577755.0,5.9677571E7,1.62237849E8,1.28569E9,0.86,4.1,2.67,1499087953,0.3233799149,507922.90866,5.2464462E7
DICE,53,7.95847,0.00315491,365893.0,5.5722204E7,7001623.0,7001623.0,0.13,92.27,155.56,1499087957,6.996545648,321668.244876,4.8987172E7
UBQ,54,1.46408,5.8039E-4,212216.0,5.4682903E7,3.7349669E7,3.7349669E7,2.68,4.99,-13.71,1499087944,1.2871195786,186565.876512,4.807349E7
EMC,55,1.34382,5.3272E-4,1186230.0,5.4202719E7,4.0334806E7,4.0334806E7,1.69,3.95,-13.39,1499087944,1.1813951642,1042852.75236,4.7651345E7
NMR,56,43.3973,0.0172036,1793720.0,5.309448E7,1223451.0,2223451.0,1.54,-3.32,-40.21,1499087958,38.1519551436,1576916.65104,4.6677056E7
LEO,57,0.603473,2.3923E-4,465387.0,5.2048539E7,8.6248331E7,9.4568892E7,0.02,0.23,11.77,1499087947,0.5305324254,409136.604084,4.5757536E7
XAS,58,0.671203,2.6608E-4,950449.0,5.0340225E7,7.5E7,1.0E8,-0.23,13.62,6.71,1499087956,0.5900760358,835570.130268,4.4255703E7
ARK,59,0.509878,2.0213E-4,250037.0,4.8938729E7,9.5981252E7,1.27231252E8,-0.87,-2.09,-20.23,1499087955,0.4482500659,219815.527884,4.3023603E7
ROUND,60,0.0565669,2.242E-5,291445.0,4.8081865E7,8.5E8,1.0E9,1.38,-1.81,-15.64,1499087953,0.0497297719,256218.62574,4.2270306E7
EDG,61,0.574386,2.277E-4,645525.0,4.6951626E7,8.1742288E7,1.32046997E8,-1.11,11.85,22.29,1499087956,0.504961113,567501.6843,4.1276677E7
RDD,62,0.00161374,6.4E-7,422235.0,4.6075789E7,2.8552176378E10,2.8552176378E10,1.83,8.06,-5.63,1499087941,0.0014186905,371200.30002,4.0506701E7
NXS,63,0.903347,3.5811E-4,128366.0,4.5757639E7,5.0653446E7,5.0653446E7,0.91,-1.05,6.3,1499087945,0.7941612548,112850.658312,4.0227004E7
RLC,64,0.54711,2.1689E-4,227096.0,4.3260422E7,7.9070793E7,8.6999785E7,0.7,5.58,-12.16,1499087958,0.4809819085,199647.360672,3.8031621E7
MLN,65,68.8239,0.0272833,263192.0,4.1253046E7,599400.0,749400.0,1.0,1.73,-8.94,1499087955,60.5052928548,231380.509344,3.6266873E7
XVG,66,0.00300282,1.19E-6,621111.0,4.0266232E7,1.340947228E10,1.340947228E10,2.39,7.99,-2.53,1499087945,0.0026398752,546038.555652,3.5399333E7
NMC,67,2.68301,0.0010636,1657210.0,3.9537909E7,1.47364E7,1.47364E7,2.85,12.16,0.22,1499087940,2.3587199473,1456906.34172,3.4759041E7
LBC,68,0.558029,2.2122E-4,3299620.0,3.8238672E7,6.8524524E7,4.66424524E8,1.5,13.76,-3.24,1499087950,0.4905811508,2900801.52984,3.361684E7
MONA,69,0.715932,2.8381E-4,572095.0,3.7201688E7,5.19626E7,5.19626E7,-1.01,-2.97,15.5,1499087943,0.629398731,502947.02154,3.2705194E7
BAY,70,0.0364006,1.443E-5,294973.0,3.6676636E7,1.007583273E9,1.007583273E9,-0.18,16.97,-14.4,1499087945,0.0320009323,259320.203436,3.2243604E7
QRL,71,0.694219,2.752E-4,518670.0,3.6099388E7,5.2E7,6.5E7,-1.11,5.66,-17.87,1499087957,0.6103101379,455979.39444,3.1736127E7
VSL,72,1.04648,4.1485E-4,222201.0,3.4942486E7,3.3390496E7,3.3390496E7,0.43,4.84,40.43,1499087953,0.9199940554,195344.009532,3.0719058E7
SJCX,73,0.682493,2.7056E-4,806552.0,3.4925313E7,5.1173144E7,5.0E8,-0.24,7.65,-28.88,1499087944,0.6000014361,709065.672864,3.070396E7
WINGS,74,0.387022,1.5342E-4,360594.0,3.4719098E7,8.9708333E7,1.0E8,-1.01,2.21,-17.96,1499087954,0.3402434249,317009.724408,3.052267E7
AMP,75,0.421884,1.6724E-4,2080410.0,3.4702627E7,8.2256324E7,9.49291063E8,8.02,-6.84,-23.27,1499087948,0.3708917247,1828955.00412,3.050819E7
SLS,76,34.2996,0.0135971,3156790.0,3.4429016E7,1003773.0,1003773.0,-5.1,226.38,154.39,1499087948,30.1538759472,2775235.10628,3.026765E7
NLG,77,0.0985954,3.909E-5,66262.9,3.4346678E7,3.48359845E8,4.5038E8,2.77,3.85,-4.84,1499087943,0.0866783712,58253.8358028,3.0195264E7
CLOAK,78,6.67005,0.00264416,822436.0,3.3712954E7,5054378.0,5054378.0,4.33,-17.93,-39.3,1499087943,5.8638543966,723029.805552,2.9638136E7
PPY,79,9.12985,0.00361928,19307.7,3.3505283E7,3669861.0,5464154.0,0.86,13.07,-32.6,1499087958,8.0263432902,16974.0169164,2.9455567E7
XEL,80,0.422953,1.6767E-4,2250980.0,3.2531131E7,7.6914294E7,1.0E8,2.62,-14.49,-30.55,1499087958,0.3718315168,1978908.54936,2.8599159E7
XCP,81,11.9106,0.00472162,295216.0,3.1188444E7,2618545.0,2618545.0,0.49,5.29,-17.39,1499087941,10.4709895992,259533.832512,2.7418759E7
OBITS,82,1.9006,7.5344E-4,231216.0,3.0341602E7,1.5964223E7,1.59925E7,-2.14,-20.09,3.27,1499087948,1.6708782792,203269.384512,2.6674273E7
OMNI,83,53.4455,0.021187,802241.0,2.9887933E7,559223.0,615539.0,10.99,17.55,-32.9,1499087941,46.985649306,705275.734812,2.6275438E7
XAUR,84,0.23473,9.305E-5,204994.0,2.98369E7,1.27111575E8,1.27111575E8,0.98,-0.75,-9.72,1499087946,0.2063586544,180216.785208,2.6230574E7
BLK,85,0.389422,1.5437E-4,2661940.0,2.9685247E7,7.6228993E7,7.6228993E7,1.25,3.72,-23.66,1499087942,0.3423533417,2340196.63608,2.609725E7
AGRS,86,0.706318,2.8E-4,654330.0,2.9665356E7,4.2E7,4.2E7,2.75,38.21,143.55,1499087947,0.620946756,575242.44156,2.6079764E7
XZC,87,11.9455,0.00473547,912486.0,2.9446378E7,2465060.0,2465060.0,1.86,6.39,-11.79,1499087952,10.501671306,802195.642152,2.5887253E7
VIA,88,1.25011,4.9557E-4,760740.0,2.8397459E7,2.2715968E7,2.2715968E7,0.8,2.86,-6.74,1499087946,1.0990117045,668790.87768,2.4965115E7
BURST,89,0.0154653,6.13E-6,641968.0,2.7813557E7,1.798449254E9,1.798449254E9,2.67,6.3,-6.25,1499087946,0.0135960401,564374.611776,2.4451788E7
MYST,90,1.35559,5.3739E-4,413483.0,2.6337791E7,1.9429024E7,3.2433366E7,1.49,0.2,-20.6,1499087958,1.1917425479,363506.136756,2.3154395E7
HMQ,91,0.15974,6.332E-5,319951.0,2.6015003E7,1.62858414E8,1.84190414E8,0.67,2.02,1.67,1499087958,0.1404325457,281279.162532,2.2870622E7
YBC,92,8.12974,0.00322281,1302940.0,2.4555276E7,3020426.0,3020426.0,2.04,4.91,-3.12,1499087942,7.1471145857,1145456.24808,2.1587329E7
VTC,93,0.661874,2.6238E-4,1097620.0,2.45449E7,3.7083947E7,3.7083947E7,1.65,0.85,-23.2,1499087955,0.5818746134,964952.86584,2.1578207E7
BLOCK,94,6.09562,0.00241644,54692.3,2.4121182E7,3957133.0,1.0080557E7,0.94,-1.28,-2.46,1499087957,5.3588546018,48081.7510836,2.1205703E7
STORJ,95,0.545162,2.1611E-4,236425.0,2.3339812E7,4.2812618E7,4.24999998E8,-0.3,-3.65,0.0,1499087959,0.4792693594,207848.7831,2.0518776E7
EAC,96,0.00249347,9.9E-7,1803000.0,2.3305138E7,9.346468332E9,9.346468332E9,0.62,4.82,-25.54,1499087941,0.0021920893,1585074.996,2.0488293E7
TKN,97,0.985435,3.9065E-4,207537.0,2.329968E7,2.3644056E7,3.940676E7,0.75,0.78,9.7,1499087957,0.8663274424,182452.417884,2.0483495E7
CFI,98,0.178534,7.077E-5,605389.0,2.231675E7,1.25E8,5.0E8,0.45,13.61,-14.98,1499087958,0.1569549525,532216.842348,1.9619369E7
GRC,99,0.0559445,2.218E-5,239181.0,2.1835852E7,3.90312753E8,3.90312753E8,-1.16,2.14,-19.46,1499087946,0.0491826002,210271.670892,1.9196596E7
QAU,100,0.26301,1.0426E-4,108130.0,2.1686233E7,8.2454023E7,2.4736207E8,-0.19,-4.5,1.42,1499087957,0.2312205073,95060.54316,1.9065061E7
NAV,101,0.352721,1.3983E-4,264505.0,2.167457E7,6.1449616E7,6.1449616E7,1.03,7.21,-15.96,1499087943,0.3100883182,232534.80966,1.9054808E7
TRST,102,0.23175,9.187E-5,177893.0,2.1355183E7,9.21475E7,1.0E8,-0.64,5.2,-15.5,1499087956,0.203738841,156391.428876,1.8774025E7
DBIX,103,22.3424,0.00885701,271069.0,2.1202353E7,948974.0,948974.0,3.11,14.4,140.39,1499087956,19.6419187968,238305.432108,1.8639667E7
CRW,104,1.46559,5.8099E-4,50902.8,2.0884975E7,1.4250217E7,1.4250217E7,1.15,17.97,7.53,1499087945,1.2884470679,44750.2803696,1.836065E7
EDR,105,0.0235193,9.32E-6,403519.0,2.0843086E7,8.86211988E8,1.011211988E9,-0.47,3.12,-4.7,1499087951,0.0206765692,354746.465508,1.8323824E7
POT,106,0.095554,3.788E-5,279823.0,2.0760495E7,2.17264528E8,2.17264528E8,1.81,7.38,-22.06,1499087941,0.0840045791,246001.353636,1.8251215E7
UNITY,107,25.3802,0.0100613,6827.27,2.0711791E7,816061.0,816061.0,3.55,7.11,-16.37,1499087947,22.3125459864,6002.07152964,1.8208398E7
TAAS,108,2.51538,9.9715E-4,170384.0,2.0490287E7,8146001.0,8146001.0,4.73,8.22,0.98,1499087956,2.2113510502,149790.026688,1.8013667E7
BASH,109,0.0284971,1.13E-5,747801.0,1.9878833E7,6.9757391E8,6.9757391E8,-0.33,4.37,-8.51,1499087953,0.0250527125,657415.788732,1.7476119E7
PTOY,110,0.268657,1.065E-4,4335790.0,1.880599E7,7.0E7,1.00002E8,5.22,47.68,23.76,1499087958,0.2361849657,3811731.73428,1.6532948E7
SKY,111,3.25558,0.00129058,114966.0,1.874059E7,5756452.0,1.0E8,0.76,1.18,6.22,1499087956,2.8620845566,101070.289512,1.6475452E7
EXP,112,2.49299,9.8828E-4,450783.0,1.8686103E7,7495459.0,1.6495459E7,1.58,6.93,-20.42,1499087948,2.1916672847,396297.760356,1.6427551E7
QRK,113,0.0729937,2.894E-5,1459440.0,1.8255801E7,2.50101047E8,2.50101047E8,0.18,2.2,32.01,1499087944,0.0641710975,1283040.40608,1.6049259E7
IOC,114,1.10958,4.3986E-4,9662.83,1.813677E7,1.6345617E7,1.6345617E7,3.71,2.54,-8.55,1499087943,0.9754672846,8494.90306356,1.5944615E7
NEOS,115,5.21038,0.00206551,437093.0,1.7664684E7,3390287.0,3390287.0,1.34,4.07,2.75,1499087944,4.5806117902,384262.443276,1.5529589E7
WDC,116,0.152769,6.056E-5,810905.0,1.7562456E7,1.14960862E8,1.14960862E8,1.6,3.4,-13.08,1499087940,0.1343041165,712892.53446,1.5439717E7
NVC,117,9.78108,0.00387743,611606.0,1.726913E7,1765565.0,1765565.0,4.02,14.68,9.22,1499087940,8.5988604226,537682.405992,1.5181845E7
BCAP,118,1.72065,6.821E-4,103643.0,1.72065E7,1.0E7,1.0E7,0.31,0.76,-3.85,1499087958,1.5126784758,91115.877876,1.5126785E7
GUP,119,0.228423,9.055E-5,676867.0,1.7131725E7,7.5E7,9.885515E7,-3.47,0.24,-25.78,1499087956,0.2008139688,595055.439444,1.5061048E7
SWT,120,2.29956,9.116E-4,43793.6,1.6933997E7,7364016.0,7364016.0,0.39,2.16,1.75,1499087955,2.0216167819,38500.3551552,1.4887219E7
NXC,121,0.253894,1.0065E-4,401482.0,1.6889432E7,6.6521586E7,6.6521586E7,4.76,12.38,-9.66,1499087953,0.22320634,352955.673624,1.484804E7
RADS,122,5.03743,0.00199695,222648.0,1.6517534E7,3278961.0,3278961.0,0.83,8.33,-18.19,1499087949,4.4285659108,195736.981536,1.4521093E7
UNY,123,0.0815115,3.231E-5,322157.0,1.6465323E7,2.02E8,1.0E10,1.39,6.47,6.35,1499087957,0.071659368,283218.527724,1.4475192E7
ENRG,124,0.132081,5.236E-5,14962.9,1.5985106E7,1.21025022E8,1.21025022E8,1.87,3.03,2.73,1499087944,0.1161166337,13154.3642028,1.4053018E7
XBC,125,157.584,0.0624698,3437940.0,1.5446652E7,98022.0,98022.0,0.53,33.84,6.91,1499087944,138.537137088,3022403.06808,1.3579646E7
SHIFT,126,1.40359,5.5641E-4,195210.0,1.5342245E7,1.0930717E7,1.0930717E7,-2.75,-11.27,-24.67,1499087956,1.2339408839,171615.35772,1.3487858E7
MUE,127,0.122335,4.85E-5,120645.0,1.5317286E7,1.2520772E8,1.2520772E8,1.14,4.39,7.68,1499087945,0.1075486132,106062.88014,1.3465917E7
DTB,128,0.668278,2.6492E-4,61225.1,1.520186E7,2.2747809E7,2.2747809E7,-1.68,1.02,-5.43,1499087956,0.5875045747,53824.9446132,1.3364442E7
XDN,129,0.00215174,8.5E-7,576229.0,1.4810865E7,6.883203991E9,6.883203991E9,0.91,-3.07,-29.37,1499087943,0.0018916635,506581.353228,1.3020706E7
TIME,130,20.5725,0.00815541,529858.0,1.4608796E7,710113.0,710113.0,1.17,0.6,-4.23,1499087955,18.08594307,465815.123256,1.284306E7
MOON,131,6.53914E-5,3.0E-8,50160.2,1.4522173E7,2.22080780957E11,2.22080780957E11,-11.19,-44.36,-18.43,1499087941,5.74877E-5,44097.4369464,1.2766907E7
FAIR,132,0.2711,1.0747E-4,73754.7,1.4415597E7,5.3174463E7,5.3174463E7,-0.98,6.08,68.83,1499087942,0.2383326852,64840.1169204,1.2673213E7
VOX,133,0.0681462,2.701E-5,101719.0,1.4310702E7,2.1E8,2.1E8,3.02,4.68,-3.53,1499087949,0.0599095051,89424.427908,1.2580996E7
IFC,134,1.54219E-4,6.0E-8,1095200.0,1.3971667E7,9.059627491E10,9.059627491E10,0.64,1.35,-9.27,1499087940,1.355789E-4,962825.3664,1.2282939E7
FTC,135,0.0832583,3.301E-5,1236190.0,1.3924574E7,1.6724548E8,1.6724548E8,1.93,2.46,-5.1,1499087940,0.0731950358,1086774.18708,1.2241539E7
VRC,136,0.451926,1.7915E-4,405466.0,1.3685618E7,3.0282873E7,3.0282873E7,-0.54,2.76,0.49,1499087942,0.3973026082,356458.135512,1.2031464E7
SIB,137,0.880733,3.4914E-4,57314.4,1.31614E7,1.4943689E7,1.4943689E7,-2.24,3.37,65.64,1499087947,0.7742805638,50386.9231008,1.1570608E7
NOTE,138,0.104632,4.148E-5,109569.0,1.3060362E7,1.24821871E8,1.24821871E8,1.49,2.9,-27.51,1499087942,0.0919853394,96325.614108,1.1481782E7
LMC,139,0.0616819,2.445E-5,786492.0,1.2982841E7,2.10480564E8,2.95480564E8,1.24,10.11,-12.62,1499087951,0.0542265321,691430.284944,1.1413631E7
FRST,140,2.85096,0.00113018,54067.8,1.2911996E7,4528999.0,1.1E8,0.49,5.0,10.38,1499087954,2.5063701667,47532.7331496,1.1351349E7
ECN,141,4.11222,0.00163018,65253.5,1.2690429E7,3086029.0,2.11374921E8,-0.51,-2.55,-4.96,1499087956,3.615184193,57366.439962,1.1156562E7
HEAT,142,0.467546,1.8535E-4,14289.1,1.2655378E7,2.7067664E7,2.7067664E7,1.3,-12.16,-12.97,1499087952,0.4110346501,12562.0050612,1.1125748E7
XPM,143,0.619929,2.4575E-4,1083150.0,1.2237016E7,1.9739384E7,1.9739384E7,-0.4,1.3,-16.52,1499087940,0.5449994216,952231.8258,1.0757953E7
CLAM,144,4.8888,0.00193803,297319.0,1.2235213E7,2502703.0,1.6251842E7,4.54,11.39,0.45,1499087943,4.2979005216,261382.647108,1.0756367E7
XCN,145,0.0360424,1.429E-5,3331510.0,1.2148685E7,3.37066486E8,3.37066486E8,0.71,7.82,18.48,1499087944,0.0316860272,2928837.04932,1.0680298E7
GOLOS,146,0.0932577,3.697E-5,18159.2,1.1582901E7,1.24203156E8,1.24203156E8,2.01,3.54,-12.93,1499087953,0.0819858283,15964.3338144,1.0182899E7
ION,147,0.798013,3.1635E-4,54521.2,1.1578817E7,1.4509559E7,2.0409559E7,3.42,9.37,23.27,1499087950,0.7015587647,47931.3315984,1.0179308E7
MGC,148,0.113337,4.493E-5,764451.0,1.1409067E7,1.0066498E8,1.0566498E8,1.32,3.47,-21.59,1499087957,0.0996381835,672053.336532,1.0030076E7
BITCNY,149,0.140721,5.578E-5,1000530.0,1.1400695E7,8.10163E7,8.10163E7,0.76,-1.44,2.93,1499087944,0.1237123342,879597.93996,1.0022716E7
BCY,150,0.483173,1.9154E-4,179930.0,1.1247511E7,2.3278435E7,2.3278435E7,3.13,-0.11,-12.62,1499087947,0.4247728458,158182.22076,9888047.0
XBY,151,0.0172976,6.86E-6,19055.9,1.124344E7,6.5E8,6.5E8,-2.42,14.68,3.79,1499087956,0.0152068737,16752.6514788,9884468.0
PEPECASH,152,0.0158699,6.29E-6,4289.01,1.1138829E7,7.01884009E8,7.01884009E8,1.2,8.61,-16.08,1499087952,0.0139517369,3770.60593932,9792501.0
VASH,153,0.0275163,1.091E-5,992104.0,1.1015869E7,4.00339746E8,4.00339746E8,1.62,7.92,-12.4,1499087946,0.0241904599,872190.373728,9684403.0
FLDC,154,0.0216904,8.6E-6,425924.0,1.101291E7,5.07731988E8,1.0E9,1.18,7.9,-7.52,1499087944,0.0190687247,374443.417968,9681802.0
RBY,155,0.446942,1.7718E-4,163981.0,1.0951789E7,2.4503826E7,2.4503826E7,0.91,-9.78,-2.04,1499087942,0.3929210143,144160.944492,9628068.0
SPHR,156,3.52082,0.00139573,360850.0,1.0854478E7,3082940.0,3082940.0,-8.17,-3.97,113.44,1499087946,3.0952655282,317234.7822,9542519.0
PLU,157,12.6244,0.00500459,103948.0,1.0730734E7,850000.0,2.0E7,1.17,11.53,18.46,1499087951,11.0985140208,91384.013136,9433731.0
GAM,158,8.93976,0.00354392,31598.4,1.0609241E7,1186748.0,1186748.0,4.23,24.15,12.93,1499087947,7.8592290883,27779.1645888,9326924.0
SPR,159,1.24339,4.9291E-4,169208.0,1.0347281E7,8321830.0,8321830.0,-4.17,-6.55,30.61,1499087945,1.0931039375,148756.167456,9096626.0
FLO,160,0.0760959,3.017E-5,137129.0,1.0288111E7,1.35199282E8,1.35199282E8,6.61,11.84,-15.35,1499087941,0.0668983408,120554.492028,9044608.0
EMC2,161,0.0468211,1.856E-5,115002.0,9939480.0,2.12286335E8,2.12286335E8,2.03,-23.33,-33.71,1499087942,0.0411619273,101101.938264,8738115.0
