sym,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,per_change_1h,per_change_24h,per_change_7d,last_updated,price_euro,vol_euro_24h,market_cap_euro
BTC,1,2630.8,1.0,1.0327E9,4.321588852E10,1.64269E7,1.64269E7,0.22,5.21,7.19,1499154561,2313.3860876,9.081016469E8,3.8001761922E10
ETH,2,285.772,0.109085,7.57544E8,2.658052319E10,9.3013043E7,9.3013043E7,0.14,0.17,11.0,1499154552,251.292750884,6.66144043768E8,2.3373503326E10
XRP,3,0.261345,9.976E-5,6.4173E7,1.0007262742E10,3.829138779E10,9.9994608423E10,0.08,1.94,-2.95,1499154541,0.2298129417,5.6430335031E7,8.79985647E9
LTC,4,50.3678,0.0192263,8.7216E8,2.610715808E9,5.1833032E7,5.1833032E7,-1.19,10.49,28.48,1499154541,44.2907738266,7.6693127952E8,2.295725114E9
ETC,5,18.4957,0.00706013,9.19358E7,1.724136676E9,9.3218244E7,9.3218244E7,-0.29,4.28,-4.49,1499154557,16.2641383079,8.08434699226E7,1.516114413E9
XEM,6,0.190219,7.261E-5,1.19739E7,1.711971E9,8.999999999E9,8.999999999E9,1.78,18.74,20.9,1499154549,0.167268507,1.05292130433E7,1.505416563E9
DASH,7,186.025,0.071009,4.57478E7,1.376763553E9,7400960.0,7400960.0,0.28,6.59,12.14,1499154569,163.580525675,4.02281906866E7,1.2106529E9
MIOTA,8,0.388757,1.484E-4,3478920.0,1.080561854E9,2.779530283E9,2.779530283E9,0.98,5.95,2.09,1499154566,0.3418523017,3059177.86524,9.50188825E8
BTS,9,0.265408,1.0131E-4,1.41687E8,6.89147796E8,2.59656E9,2.59656E9,3.44,25.56,6.98,1499154545,0.2333857286,1.24592038389E8,6.06000047E8
XMR,10,45.4846,0.0173623,1.48945E7,6.6992001E8,1.4728502E7,1.4728502E7,0.8,7.89,10.97,1499154545,39.9967465562,1.30974338915E7,5.89092151E8
STRAT,11,6.27508,0.00239531,5934610.0,6.17778773E8,9.8449545E7,9.8449545E7,0.65,9.76,1.29,1499154556,5.5179727728,5218581.49967,5.43241911E8
EOS,12,3.82009,0.0014582,3.21161E8,6.14100771E8,1.60755577E8,1.0E9,-2.31,-17.32,0.0,1499154567,3.3591846812,2.82411961867E8,5.40007671E8
ZEC,13,297.667,0.113625,2.0158E7,4.62111274E8,1552444.0,1552444.0,0.93,4.22,-5.24,1499154558,261.752583449,1.7725876826E7,4.06356162E8
ANS,14,8.21442,0.0031356,2.23376E7,4.10721E8,5.0E7,1.0E8,-0.92,3.5,49.34,1499154557,7.2233255837,1.96425015472E7,3.61166279E8
STEEM,15,1.72622,6.5893E-4,1702970.0,4.07370315E8,2.35989801E8,2.52963895E8,1.98,8.08,3.4,1499154554,1.5179463783,1497501.56059,3.58219864E8
BCN,16,0.00218719,8.3E-7,1046410.0,4.00458093E8,1.83092503734E11,1.83092503734E11,0.57,2.06,-0.01,1499154546,0.001923299,920157.49427,3.52141623E8
GNT,17,0.478201,1.8254E-4,5333980.0,3.98356735E8,8.33032E8,1.0E9,0.21,5.42,0.28,1499154559,0.4205046147,4690419.31106,3.502938E8
SC,18,0.0140597,5.37E-6,1.84907E7,3.86078986E8,2.7459973247E10,2.7459973247E10,0.47,11.69,-6.44,1499154570,0.012363355,1.62597415729E7,3.39497398E8
WAVES,19,3.8173,0.00145713,2515200.0,3.8173E8,1.0E8,1.0E8,0.56,7.05,-6.71,1499154555,3.3567313031,2211733.5744,3.3567313E8
BCC,20,55.0746,0.021023,2994960.0,3.76074635E8,6828459.0,6828459.0,0.48,6.26,12.93,1499154560,48.4296842862,2633609.09112,3.30700102E8
GNO,21,333.444,0.127282,5918410.0,3.68318908E8,1104590.0,1.0E7,-0.46,0.28,84.64,1499154564,293.212981068,5204336.07827,3.23880127E8
VERI,22,179.075,0.0683561,2149610.0,3.52293297E8,1967295.0,1.0E8,2.99,102.81,142.95,1499154566,157.469064025,1890253.10467,3.09788053E8
ICN,23,3.56088,0.00135925,1655180.0,3.0979656E8,8.7E7,1.0E8,1.18,10.51,1.82,1499154558,3.1312491454,1455477.56746,2.72418676E8
REP,24,27.8785,0.0106418,3667780.0,3.066635E8,1.1E7,1.1E7,0.36,7.29,14.93,1499154553,24.5148753395,3225251.33966,2.69663629E8
XLM,25,0.0276275,1.055E-5,8177730.0,2.8776939E8,1.0416048864E10,1.03038637279E11,-0.01,11.16,-1.28,1499154548,0.0242941592,7191062.34231,2.5304915E8
