sym,rank,price_usd,price_btc,h24_volume_usd,market_cap_usd,avail_sup,tot_sup,per_change_1h,per_change_24h,per_change_7d,last_updated,price_euro,vol_euro_24h,market_cap_euro
BTC,1,2593.0,1.0,9.85982E8,4.2591352616E10,1.6425512E7,1.6425512E7,1.88,6.64,3.37,1499091550,2279.589276,8.66808327624E8,3.7443421008E10
ETH,2,289.45,0.112454,1.09927E9,2.6917022675E10,9.2993687E7,9.2993687E7,1.59,7.35,4.92,1499091547,254.4647574,9.6640343364E8,2.3663615978E10
XRP,3,0.261998,1.0179E-4,6.15348E7,1.0032267018E10,3.829138779E10,9.9994608423E10,1.46,3.49,-8.28,1499091555,0.2303308257,5.40972117936E7,8.819686968E9
LTC,4,48.4039,0.0188054,7.1721E8,2.508375162E9,5.1821757E7,5.1821757E7,1.58,23.79,20.42,1499091541,42.5534174148,6.3052226172E8,2.205192873E9
ETC,5,18.1412,0.00704803,8.78878E7,1.690674123E9,9.3195275E7,9.3195275E7,1.09,4.58,-8.9,1499091551,15.9485094384,7.72649773896E7,1.486325723E9
XEM,6,0.1664,6.465E-5,4611560.0,1.4976E9,8.999999999E9,8.999999999E9,1.73,11.45,3.63,1499091546,0.1462875648,4054169.96592,1.316588083E9
DASH,7,180.305,0.0700502,4.31648E7,1.334170861E9,7399522.0,7399522.0,1.48,6.81,10.5,1499091542,158.51189526,3.79475569536E7,1.172912297E9
MIOTA,8,0.380763,1.4793E-4,4329460.0,1.058342289E9,2.779530283E9,2.779530283E9,4.01,2.44,-5.26,1499091558,0.3347409377,3806166.82872,9.30422573E8
BTS,9,0.249377,9.689E-5,1.03357E8,6.47517356E8,2.59654E9,2.59654E9,7.15,24.06,-3.41,1499091546,0.2192353008,9.0864446124E7,5.69253228E8
XMR,10,43.8109,0.017021,1.24079E7,6.45101419E8,1.4724679E7,1.4724679E7,2.14,7.48,2.54,1499091544,38.5155641388,1.09081819428E7,5.671293E8
EOS,11,4.0424,0.00157051,4.70903E8,6.08807133E8,1.50605366E8,1.0E9,-4.65,72.37,0.0,1499091559,3.5538031968,4.13985896196E8,5.35221833E8
STRAT,12,6.03093,0.00234308,5228390.0,5.9373669E8,9.8448612E7,9.8448612E7,4.46,9.74,-4.26,1499091553,5.3019835528,4596444.95748,5.21972924E8
ZEC,13,293.595,0.114065,2.36777E7,4.55789723E8,1552444.0,1552444.0,2.2,5.91,-1.4,1499091553,258.10875954,2.08158237564E7,4.00699331E8
ANS,14,8.34197,0.00324094,3.93371E7,4.170985E8,5.0E7,1.0E8,2.07,19.49,70.08,1499091552,7.33369277,3.45825033972E7,3.66684639E8
BCN,15,0.00219346,8.5E-7,1039800.0,4.01600072E8,1.83089763127E11,1.83089763127E11,3.39,0.16,-10.06,1499091543,0.0019283409,914121.4536,3.53059474E8
GNT,16,0.472963,1.8375E-4,5292410.0,3.93993314E8,8.33032E8,1.0E9,3.53,11.4,-4.4,1499091553,0.4157969081,4652726.98812,3.4637213E8
STEEM,17,1.66957,6.4864E-4,1815890.0,3.93917166E8,2.35939293E8,2.52913387E8,3.34,6.7,-3.24,1499091551,1.4677724132,1596407.00748,3.46305186E8
GNO,18,353.846,0.137473,7463930.0,3.90854753E8,1104590.0,1.0E7,3.0,13.37,78.4,1499091557,311.077341672,6561779.70876,3.43612921E8
SC,19,0.0139726,5.43E-6,2.15142E7,3.83409738E8,2.7440114094E10,2.7440114094E10,3.54,16.42,-3.36,1499091558,0.0122837598,1.89138216744E7,3.3706777E8
